Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Label
-0.0020057545,0.0017638698,-15.774203,96.05684,0.19667642,5.700553,0.08187411,0.24213521,123.046875,1
6.173223e-05,0.00019451717,-13.391502,104.580956,0.04426813,0.7254112,0.18075489,0.30421022,143.55469,1
3.548801e-05,0.0005228803,-25.859364,152.11964,0.00082729466,0.012021434,0.0692766,0.2077836,246.09375,1
-1.4866655e-06,8.8988374e-05,-6.582415,81.69639,0.66750234,23.040335,0.2789239,0.368015,151.99908,1
-0.0010241781,0.027491778,-13.371154,96.60408,0.047992714,1.0175444,0.12818862,0.25995046,126.04802,1
3.1103389e-06,5.6883437e-05,-22.731596,139.83319,0.0012322279,0.030460069,0.17012262,0.29404262,156.60512,1
3.1249836e-08,6.9239824e-05,-18.342335,98.14196,0.3384814,7.4205585,0.061434776,0.19159387,105.46875,1
3.6380945e-05,0.0033042822,-19.19786,113.5785,0.0005505484,0.0097193625,0.10477493,0.23740153,132.51202,1
-3.3933753e-05,0.0014166362,-18.61858,97.959404,0.17252816,4.1511245,0.12699057,0.25801766,92.28516,1
-0.008870323,0.33144727,-19.665312,108.52607,0.05793485,1.4320618,0.038802207,0.15946776,143.55469,1
0.00013948343,0.005580555,-19.020445,106.61574,0.09808191,1.4170252,0.121741444,0.25973472,33.999794,1
-0.0010646033,0.00011144085,-16.66922,108.839005,0.045879234,1.1774498,0.23178151,0.3426705,126.04802,1
-0.00013127143,0.00020280252,-14.170877,87.90344,0.97895354,26.816957,0.16785254,0.2910876,107.666016,1
-0.002194006,0.2806025,-19.571255,104.56429,0.2346656,6.540377,0.111693785,0.25316787,198.76804,1
1.51115355e-05,0.03762288,-23.395382,120.01115,0.008922101,0.13442297,0.12288933,0.25267792,107.666016,1
-0.00010729784,0.0054730056,-12.554488,89.625984,0.53838056,15.541065,0.1771474,0.30200216,135.99918,1
-0.00014870924,0.018122826,-15.004623,104.01643,0.026009645,0.4980189,0.12789607,0.25477967,132.51202,1
-0.0019348202,0.17210785,-15.828823,96.58639,0.31651932,8.210616,0.03596868,0.15811442,198.76804,1
-0.0023296343,0.13012555,-14.769283,85.55675,0.55878085,12.514024,0.0754161,0.21446098,143.55469,1
-2.843489e-06,0.0003352642,-26.790724,140.22359,0.00080504874,0.014752829,0.13214846,0.26375592,151.99908,1
0.0,0.0,-20.25787,109.91204,0.09477205,2.9821143,0.016248744,0.103209935,234.90767,1
0.0,0.0,-19.344666,104.16058,0.018013101,2.4145472,0.038921792,0.17229807,234.90767,1
0.00015180453,0.015781142,-15.452463,106.48821,0.006716178,0.1737592,0.13833848,0.26455304,147.65625,1
-4.4035264e-06,0.00012493448,-7.4543223,90.284996,0.8018114,18.136808,0.27384695,0.36829928,156.60512,1
-0.0018805823,0.011928442,-13.948314,104.47655,0.0056845206,0.16089498,0.15450262,0.28542632,120.18532,1
-0.00013491901,0.003021819,-16.260841,109.16403,0.03619645,0.85521746,0.14684336,0.28083804,139.67484,1
5.2680416e-08,7.7652585e-06,-12.897933,93.693436,0.294202,6.411034,0.18376867,0.30322394,139.67484,1
-3.5860407e-06,0.0005170307,-26.338776,123.51011,0.00061760034,0.021351906,0.11494218,0.24981137,139.67484,1
-0.006208417,0.06666255,-16.109182,105.615074,0.039602224,1.4710388,0.22813432,0.33249456,172.26562,1
-8.14032e-06,8.950856e-05,-22.71502,139.25873,0.0015621242,0.0478868,0.18654415,0.30246794,114.84375,1
0.00010547556,0.0023397638,-23.662374,153.45111,0.00028898305,0.0048411395,0.108265415,0.24243969,114.84375,1
0.00050539087,0.14814593,-17.029016,80.6528,1.4050792,21.54185,0.06668384,0.21503328,135.99918,1
2.0861971e-06,6.168338e-05,-14.163611,97.253044,0.42222205,6.747908,0.15310639,0.29178864,161.49902,1
0.00089413574,0.008834527,-15.356225,104.37783,0.045677118,1.4677302,0.15929256,0.29866973,172.26562,1
-0.00017151257,0.003151187,-15.415391,97.64041,0.41524616,8.586835,0.14969793,0.283275,103.359375,1
0.00084493455,0.004727841,-13.882564,117.79054,0.0014275342,0.020335227,0.16207057,0.28271726,117.453835,1
-5.826272e-05,0.0007662327,-26.11967,140.63469,0.00058807695,0.014191783,0.14792705,0.27166805,117.453835,1
1.0616039e-05,0.00023478772,-14.046838,101.78034,0.10433586,3.599102,0.20190467,0.31223786,101.33272,1
-3.5613684e-05,0.010616034,-14.756612,85.0314,0.074108556,1.2929267,0.09739555,0.22764258,109.95678,1
0.0031314807,0.1658067,-19.713123,108.75237,0.08472194,1.5929831,0.079947144,0.2337682,147.65625,1
-0.00030848815,0.00041557214,-15.340309,115.69194,0.03608768,0.6668731,0.21912561,0.33804193,143.55469,1
-0.022778817,0.35646832,-21.25517,117.0367,0.03779281,0.7369606,0.03184797,0.14886346,234.90767,1
0.00039147807,0.098058216,-13.503081,82.71622,0.30421808,4.790487,0.08838996,0.22598659,123.046875,1
0.004869154,0.2575867,-15.506663,79.63678,3.0776608,47.054607,0.06062577,0.21085142,135.99918,1
-0.0019148247,0.009798726,-15.784837,109.37425,0.020379,0.3235133,0.1150808,0.25078163,126.04802,1
-0.00011898232,0.0036781484,-18.385328,100.61903,0.29733574,6.217366,0.12940301,0.25867248,151.99908,1
0.0001321163,0.00019264565,-18.347511,117.03906,0.071091704,1.1548111,0.15621173,0.28871688,151.99908,1
4.887565e-06,0.000320091,-11.99966,96.998276,0.33379638,6.292567,0.20429385,0.31271726,97.50884,1
0.0028714547,0.027056376,-11.9269495,105.807106,0.0065986193,0.20943314,0.20929806,0.3209019,126.04802,1
0.0,0.0,-25.203295,137.33595,0.0028075452,0.094285876,0.0320552,0.15027845,156.60512,1
-1.3917357e-05,0.0033424466,-24.240368,143.51805,0.0022160772,0.03807871,0.071892165,0.20646292,178.20583,1
-0.0012791748,0.08549609,-15.775165,85.905,0.4241237,21.314901,0.106293865,0.23949833,156.60512,1
0.0005259702,0.012392011,-15.308915,89.84787,0.49477404,10.125381,0.11557388,0.24802339,60.09266,1
0.0039643017,0.0091441665,-15.845857,94.96229,0.14379229,4.5239882,0.098970436,0.23659971,156.60512,1
-4.4961516e-06,0.00018130687,-23.176594,146.29677,0.000159019,0.008026892,0.16378322,0.28776008,117.453835,1
-0.0022413998,0.21623237,-20.85941,116.58743,0.025617734,0.61574644,0.034124848,0.1505506,120.18532,1
-3.2988908e-05,0.00028719738,-19.955414,127.57672,0.0017478258,0.033176426,0.13851872,0.27250898,129.19922,1
0.00014191738,0.00064652564,-15.444841,107.064606,0.04737097,1.3972336,0.20508642,0.3170251,120.18532,1
0.0,0.0,-21.929493,118.20865,0.0103325965,0.73537076,0.028141988,0.1420363,271.99835,1
0.0015669642,0.07872555,-14.205629,77.580505,0.7406043,13.732819,0.10374341,0.24008659,61.523438,1
-0.00018790341,0.00019652637,-18.795784,120.16973,0.016951395,0.4220981,0.17978218,0.30713686,135.99918,1
-4.0362276e-05,0.007799513,-16.770838,87.05669,0.2736151,13.023236,0.13774341,0.2716768,178.20583,1
7.143876e-05,0.0018220203,-13.634439,111.0193,0.0014545496,0.023109855,0.19605534,0.31051263,126.04802,1
8.220062e-06,0.0003821796,-12.6275625,87.6356,0.7923297,18.792545,0.16318052,0.29307255,132.51202,1
-6.6344066e-05,0.0135307005,-21.763973,112.71603,0.021627512,0.42503753,0.09646069,0.24302748,129.19922,1
0.0020073843,0.00024259268,-15.48959,89.799995,0.32367358,9.465106,0.17876522,0.319065,120.18532,1
-2.6432142e-06,0.00074308366,-13.207196,94.43766,0.50012404,10.940912,0.19228302,0.29877454,135.99918,1
3.8407372e-05,0.00056207704,-18.49846,114.48998,0.0140501615,0.61632556,0.16507699,0.29982942,178.20583,1
-0.0058973185,0.06931028,-10.057672,89.76999,0.2570779,5.120021,0.10331228,0.2398006,139.67484,1
-0.001374698,0.1160673,-14.697073,82.48354,0.23727848,5.020959,0.08758887,0.22220321,123.046875,1
0.0024456894,0.0011121474,-18.850107,132.00421,0.00044686935,0.024040377,0.17919849,0.3220528,132.51202,1
-0.0009204244,0.10076529,-18.376762,87.83518,0.58397454,9.777237,0.076668575,0.2143228,139.67484,1
0.0,0.0,-19.220951,103.883995,0.0462561,1.0507233,0.06616386,0.20756947,166.70866,1
6.455128e-10,1.6510707e-07,-16.003296,87.11071,0.76710916,17.825249,0.1001357,0.24661535,93.963066,1
-0.0006037798,0.080516815,-13.495563,105.008995,0.048279572,1.5774845,0.22289294,0.33434603,117.453835,1
-0.00016392343,0.031153556,-17.695414,96.32485,0.07153751,1.8278528,0.1023765,0.2469094,114.84375,1
-0.004762635,0.09486398,-13.341308,95.29039,0.09322871,2.0162528,0.14332053,0.27490404,60.09266,1
-1.2756377e-05,0.00089103077,-17.815575,90.88683,0.3246721,6.9210424,0.12034133,0.25700277,184.57031,1
-0.000194237,0.01078234,-8.422658,95.897575,0.6320463,10.686394,0.2682311,0.36464816,139.67484,1
-4.240565e-06,0.013813345,-20.772284,109.198204,0.030896008,0.9132032,0.08502813,0.23196834,103.359375,1
1.6116186e-05,0.0019924263,-14.778452,81.622894,0.79080355,37.158134,0.14071894,0.28612414,117.453835,1
2.4593388e-07,6.7202905e-06,-17.20991,89.318016,0.342223,10.186354,0.14059979,0.27597317,112.347145,1
0.0002970778,0.003398491,-13.94325,101.580315,0.04961343,1.7865082,0.15763739,0.2895361,129.19922,1
0.0022241196,0.14380853,-17.828844,80.22683,1.3310779,14.170878,0.07671053,0.22295587,147.65625,1
-0.00021627832,0.03578344,-21.452536,106.62136,0.033154313,0.7271174,0.10578156,0.23965542,71.77734,1
-0.0004987545,0.27355355,-15.660954,84.94456,1.5895536,38.825237,0.031968065,0.15557018,139.67484,1
-0.0006879824,0.14170785,-18.17583,93.59956,0.2968377,6.324663,0.11013343,0.25128186,114.84375,1
0.00058498286,0.008811335,-15.049845,118.368004,0.027967067,0.37135324,0.25883514,0.36633375,156.60512,1
0.00050899707,0.007314506,-18.379541,106.709595,0.02762127,0.408326,0.083527595,0.22844853,117.453835,1
-0.00011685421,0.00028904495,-23.994783,146.44565,0.001643514,0.02664422,0.1079789,0.258185,139.67484,1
-5.392611e-06,0.01988744,-14.567164,100.60622,0.029464673,0.6051923,0.09067472,0.22731616,135.99918,1
1.6735079e-05,0.0071128407,-24.504845,128.65666,0.0031325582,0.13574032,0.11804594,0.24863958,143.55469,1
-0.0039118775,0.005547746,-19.3256,106.96883,0.08077737,3.0013816,0.02872347,0.1472793,258.39844,1
-0.0008590233,0.0100483475,-13.007394,98.16905,0.0342353,1.7911791,0.11440091,0.2612681,103.359375,1
0.0,0.0,-17.447697,91.24292,0.808365,8.4758005,0.050602242,0.16697776,156.60512,1
-0.0018471612,0.006810035,-16.495836,128.08064,0.001944646,0.047285255,0.23014435,0.33925515,120.18532,1
-3.6679885e-05,0.027584754,-23.893158,126.006836,0.006530429,0.24035166,0.09435927,0.23535495,65.41733,1
-0.0017615369,0.085495606,-11.955535,76.62123,0.29482257,4.7491035,0.100237444,0.229364,129.19922,1
-4.8788355e-05,0.00032345648,-15.417811,90.337,0.2575364,8.860676,0.16604657,0.2922289,82.03125,0
0.0016625376,0.14881043,-16.981964,105.82715,0.1391641,2.96744,0.17342794,0.2943182,97.50884,0
-0.00012174748,0.001287223,-16.026146,97.90256,0.1732206,4.0788007,0.17078203,0.2936017,101.33272,0
5.974248e-06,0.0030723903,-16.318811,94.05113,0.19580945,5.886359,0.1783055,0.29865742,114.84375,0
0.00044399165,0.050253987,-15.827192,92.53619,0.2725502,12.524858,0.18091463,0.29947627,107.666016,0
4.099191e-05,0.0007238436,-15.735447,90.015175,0.3384117,14.601335,0.1650141,0.29241228,156.60512,0
0.00012500917,0.024674358,-16.030422,93.898735,0.18159187,5.6503506,0.20637266,0.3174471,191.40625,0
0.00033603693,0.07258717,-16.11589,94.28689,0.13763258,4.55479,0.17235701,0.29658836,135.99918,0
7.6998214e-05,0.0013573198,-15.502192,90.42685,0.1955925,5.7024555,0.18234245,0.3017087,139.67484,0
-0.0003183824,0.20834002,-17.276255,97.8452,0.17452477,4.739141,0.17785294,0.3017304,114.84375,0
-1.1338182e-05,0.0010430353,-15.901303,93.72131,0.18669552,5.527475,0.18999217,0.30751,147.65625,0
-0.0016925866,0.17244734,-15.658449,90.11177,0.25841898,9.936171,0.16304123,0.2894194,74.898094,0
-0.0007795933,0.016921666,-16.278545,96.01505,0.1907595,6.3339443,0.17682043,0.2948802,156.60512,0
-1.6841818e-06,0.000108517575,-16.435337,95.46397,0.1821222,5.45481,0.17808256,0.30017066,114.84375,0
1.2225969e-07,1.1824873e-05,-19.433407,104.23956,0.025477262,1.9333383,0.14408097,0.27424845,112.347145,0
5.5304245e-06,0.00017652177,-15.297072,89.28577,0.31852546,10.785703,0.17068677,0.2965973,69.83742,0
7.987261e-06,0.0018221386,-16.143023,96.39461,0.17647494,5.913551,0.17364864,0.2942688,156.60512,0
-8.541057e-05,0.00066079386,-16.683002,96.67061,0.14335316,5.8228893,0.1922983,0.30693313,114.84375,0
-5.8888985e-05,0.0032757267,-17.03666,97.090775,0.08537731,2.3157678,0.17431258,0.29496348,117.453835,0
-9.714255e-06,0.0003026314,-15.865248,92.541695,0.28269753,14.020483,0.182926,0.29832172,224.69429,0
9.856477e-06,0.0034007968,-15.237403,98.36478,0.037785582,2.6529174,0.19391935,0.29717937,132.51202,0
-1.5649588e-08,1.9514227e-06,-19.248926,102.97661,0.031072192,2.075033,0.15417646,0.2798514,112.347145,0
4.190761e-05,0.0027410968,-15.794644,90.789986,0.2979793,10.089219,0.1707594,0.29363313,69.83742,0
-0.00017650808,0.018848676,-16.737768,98.23261,0.13556641,5.616056,0.19773497,0.30925542,271.99835,0
-3.3350839e-06,0.00070270756,-15.96759,96.50797,0.16631947,5.7571826,0.1613696,0.28605646,156.60512,0
0.00013886961,0.0012130745,-15.737002,92.61281,0.3016182,14.882251,0.18250796,0.30163422,224.69429,0
-1.7630726e-05,0.021033697,-15.934753,94.24455,0.13095509,4.24517,0.17848946,0.30121568,139.67484,0
1.9876342e-07,1.2001147e-05,-19.40199,103.26892,0.03129245,2.0342743,0.15396076,0.28311643,151.99908,0
4.865942e-05,0.0031873381,-17.597488,102.97572,0.04280196,2.9442377,0.16478294,0.2846946,132.51202,0
-1.0785661e-05,0.002988609,-17.18862,97.22174,0.08041844,2.2367947,0.17319067,0.29529318,117.453835,0
-8.015518e-05,0.0017974394,-15.941368,92.68913,0.29678437,14.655903,0.18260543,0.30025205,224.69429,0
-5.8534293e-05,0.0005196915,-16.046394,96.89321,0.15854087,5.659357,0.16467349,0.28875035,114.84375,0
