Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Label
-3.5179273e-05,0.008500978,-17.470238,100.113594,0.053202234,1.7039571,0.17680733,0.29797974,117.453835,0
0.00026115548,0.011416764,-15.712582,96.11347,0.15749311,5.5540977,0.18859802,0.3065851,135.99918,0
-6.889835e-05,0.018986112,-16.563087,98.23235,0.09740163,3.4050896,0.17262924,0.295096,105.46875,0
-3.8554164e-05,0.00017550505,-17.236975,99.47299,0.056317795,1.7825089,0.16923533,0.29226595,117.453835,0
-3.251361e-05,0.0006946484,-15.809043,89.48957,0.1881375,6.7621026,0.17759587,0.29337445,178.20583,0
-0.00029580772,0.031681743,-15.398256,91.74208,0.18655759,9.586714,0.16635303,0.28947103,82.03125,0
-0.00026022072,0.002530425,-14.450667,92.792206,0.19751766,8.279058,0.17803162,0.29526728,129.19922,0
1.1819363e-05,0.00046103098,-16.017239,96.23082,0.114613466,3.5763457,0.19264376,0.30838934,161.49902,0
-0.0021052195,0.033170473,-14.807979,102.0665,0.015426801,0.30894068,0.19371133,0.29720414,139.67484,0
-0.0001102941,0.0024206687,-16.038773,91.632996,0.21443053,7.817748,0.18334614,0.30264747,184.57031,0
2.0260439e-05,0.0029003923,-14.852801,87.98579,0.21648213,11.431372,0.17221889,0.2902558,178.20583,0
-0.00015058294,0.0014838554,-16.20267,96.97979,0.16304806,5.7050242,0.18157695,0.30075166,132.51202,0
9.197384e-06,0.0006518396,-14.809984,91.48317,0.2253622,9.415239,0.1713304,0.29108295,103.359375,0
-3.0014664e-05,0.0011466828,-15.791112,89.85218,0.17686953,6.5530524,0.19075565,0.30654782,156.60512,0
-0.00012229371,0.025879344,-12.506539,92.293915,0.011814882,0.41651642,0.19921502,0.3007395,139.67484,0
3.7995524e-05,0.0018154555,-15.42156,101.45575,0.037091367,1.4811877,0.19774947,0.30082142,135.99918,0
0.00057197997,0.02126331,-17.22258,98.80655,0.060411528,1.945275,0.16465046,0.28911164,151.99908,0
-0.0001553917,0.028553426,-15.941178,87.643585,0.17138864,13.483844,0.18163583,0.3062498,198.76804,0
-0.000474887,0.011894518,-14.739893,95.86762,0.111560315,4.5652447,0.18088159,0.29301146,132.51202,0
-0.00012031216,0.002859122,-15.6222725,91.84373,0.25707558,9.386022,0.15913285,0.28335476,166.70866,0
-0.0043169325,0.23869607,-14.301681,90.64654,0.03921175,3.3986092,0.18823692,0.29654542,139.67484,0
-8.238995e-05,0.004935332,-14.766446,87.16119,0.23833358,11.207234,0.17707886,0.29775834,178.20583,0
6.0011655e-05,0.0011865674,-15.294008,90.085144,0.18322265,6.935763,0.1695702,0.29297194,135.99918,0
-0.0029096773,0.059015073,-16.200214,91.43182,0.17674786,7.0234647,0.18701327,0.30245173,184.57031,0
1.23351765e-05,0.0022414024,-16.473143,96.54983,0.1751509,6.23815,0.17820674,0.2981361,129.19922,0
1.3393789e-05,0.00088449364,-15.285931,88.7763,0.23816867,12.510815,0.17255381,0.29055732,139.67484,0
0.00026999795,0.016491124,-14.68865,102.65001,0.005893387,0.13436705,0.19392678,0.29624775,139.67484,0
4.7737567e-06,0.00017746347,-16.101639,92.12767,0.19103506,7.8837614,0.19142944,0.30827996,184.57031,0
-9.412479e-05,0.11092966,-15.406822,91.14244,0.25524962,9.366654,0.15672788,0.2833522,74.898094,0
-0.00010991183,0.0031260068,-14.336312,93.63479,0.14590317,6.8044505,0.18748948,0.29811415,135.99918,0
7.627869e-06,0.0012044994,-15.4939,88.75033,0.22965702,12.188176,0.18008168,0.29774603,139.67484,0
-1.3229027e-05,0.0010176125,-16.332851,97.80971,0.105090894,3.2661715,0.18590768,0.30623838,105.46875,0
0.00054764247,0.0124366125,-16.269482,93.52558,0.30313718,8.765384,0.15443665,0.28705585,172.26562,0
0.00014562474,0.0029346508,-15.507276,92.86012,0.14986417,5.613069,0.16916056,0.29077184,161.49902,0
-1.0113347e-05,0.000255692,-16.0535,87.651146,0.21233681,15.6272745,0.19301364,0.30726677,198.76804,0
5.68528e-06,7.927349e-05,-16.055872,87.73864,0.20956744,15.480942,0.19236808,0.30900916,198.76804,0
-5.114628e-07,0.0002182722,-16.131912,92.71724,0.22286917,7.920962,0.15665835,0.28507957,156.60512,0
0.004164404,0.33473945,-17.22536,95.29672,0.08906167,6.6441026,0.17429875,0.28958082,191.40625,0
1.9845781e-06,3.672477e-05,-17.53797,97.49259,0.084590174,4.167782,0.16892047,0.3005296,151.99908,0
-5.113081e-06,0.0002514749,-16.338324,94.5206,0.20484135,8.324403,0.1718502,0.29125842,178.20583,0
1.8106513e-06,0.0019054455,-16.09833,95.09665,0.1880969,6.8558135,0.1734541,0.29603565,156.60512,0
1.6198055e-05,0.0011270649,-16.090393,92.92257,0.18262312,6.788509,0.15840685,0.28409183,191.40625,0
1.7287415e-07,2.6965004e-06,-19.72738,106.22314,0.022879148,1.7126652,0.14126666,0.27294186,112.347145,0
-3.0500742e-05,0.000262228,-17.833551,97.51904,0.122222535,5.6112247,0.18463409,0.3079888,246.09375,0
-6.348023e-05,0.007706559,-15.959151,90.77839,0.1721075,6.6358414,0.16441485,0.28604767,184.57031,0
9.379806e-05,0.0017846535,-16.105633,94.48555,0.21267584,7.5241723,0.1689344,0.29343092,156.60512,0
0.00024525623,0.0036535403,-17.309948,96.34993,0.11731692,5.090911,0.18670954,0.3110595,83.35433,0
-1.6005151e-06,0.0001569427,-16.119297,87.85393,0.21122505,15.337356,0.19834644,0.30869767,198.76804,0
-0.000120201825,0.0020821225,-17.80569,97.53918,0.1219487,5.734075,0.20590499,0.32258385,83.35433,0
9.011286e-05,0.0011965756,-16.449324,95.418076,0.18515654,6.7878547,0.16049896,0.28399402,151.99908,0
-5.9815925e-06,4.3029424e-05,-19.950994,107.37523,0.022407416,1.7133018,0.12967443,0.26437765,112.347145,0
0.0035977755,0.09460119,-16.529987,92.33964,0.17006058,12.262008,0.18408448,0.303037,161.49902,0
1.8368528e-05,0.000256523,-17.79557,97.87973,0.12069996,5.611043,0.19946405,0.3195752,83.35433,0
8.410178e-06,0.00086734403,-16.561522,95.97956,0.19087742,7.668012,0.17302226,0.29489216,120.18532,0
6.384315e-05,0.0016725452,-15.892609,94.68875,0.20325662,7.325617,0.17476843,0.29953995,156.60512,0
5.1493516e-05,0.0009849145,-15.984352,88.310394,0.1963079,14.454736,0.19491108,0.3093307,198.76804,0
-0.00020888307,0.03205718,-18.52894,105.947105,0.084823444,1.9905006,0.14733449,0.28125367,109.95678,0
1.8231641e-06,5.8517844e-06,-18.786255,99.08519,0.031225394,0.5063645,0.14906308,0.2710357,107.666016,0
8.4407e-05,0.016870314,-17.777891,98.39209,0.055121016,1.6053505,0.15893722,0.29217616,87.59269,0
6.862883e-06,0.00039102806,-19.107626,105.12003,0.030405762,0.58908767,0.1571993,0.2779781,156.60512,0
-1.3732366e-05,0.00011563667,-18.402206,100.344444,0.100549534,2.6046515,0.17350373,0.30158088,86.13281,0
8.259079e-08,5.7439124e-06,-17.566307,97.359535,0.051141,1.3568654,0.16062269,0.2896147,87.59269,0
-1.885976e-07,1.3771958e-05,-18.754837,105.02531,0.029865911,0.63605076,0.15017092,0.26931223,105.46875,0
2.4787157e-06,9.1159476e-05,-18.350063,99.603714,0.10947968,2.3360248,0.1553327,0.2845163,86.13281,0
-3.0862336e-07,0.000117865675,-18.844847,106.43872,0.029646764,0.6195696,0.17223026,0.28860575,105.46875,0
6.118498e-05,0.0004680265,-19.240543,108.11409,0.066161655,1.8330673,0.15736507,0.28776473,86.13281,0
-2.5588586e-05,0.010005041,-17.785208,100.40867,0.036398802,1.2950836,0.14216807,0.27765855,101.33272,0
0.0010213655,0.01540831,-17.884516,99.91276,0.03977252,0.6868899,0.14916757,0.2766666,156.60512,0
-8.5579465e-08,2.5254406e-06,-19.243164,108.37377,0.026157258,0.5909998,0.1344931,0.26254964,82.03125,0
-4.418677e-05,0.0042005014,-19.483475,106.87812,0.02286195,0.35530597,0.15684831,0.27832526,156.60512,0
-0.0022366648,0.15871158,-17.506351,100.07432,0.07108939,1.7272712,0.1244325,0.26063678,67.11648,0
-4.659444e-07,0.0340988,-17.309582,97.28396,0.04790183,1.3988087,0.14994827,0.28277805,161.49902,0
1.4328576e-07,8.67955e-06,-18.239798,103.98473,0.03063616,0.6387171,0.15759157,0.2809243,105.46875,0
8.106545e-06,0.0050617326,-17.868704,98.85403,0.041108623,1.3598123,0.13313259,0.26655823,101.33272,0
8.698391e-05,0.008373217,-15.9463005,93.39734,0.110513106,3.5242023,0.11639073,0.25606677,67.11648,0
3.0995732e-05,0.0005022226,-17.784079,97.40319,0.11418219,2.401334,0.16320139,0.29053718,87.59269,0
